_id,Fiscal_Year,Budget_Type,Organization_Entity,Command_Name,Pillar_Name,District_Name,Unit_Name,Feature_Category,Cost_Element,Cost_Element_Long_Name,Amount
411,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,4-Materials & Supplies,2999,Miscellaneous materials,300
412,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,4-Materials & Supplies,2080,Photo / Video supplies,700
413,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,4-Materials & Supplies,2010,Stationery and office supplies,17500
414,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,6-Services,4608,Clean/repair furniture,600
415,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,6-Services,4255,Conferences / seminars,1700
416,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,6-Services,4441,Contracted services - Cable TV,1900
417,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,6-Services,4815,Courier services,100
418,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,6-Services,4312,Courses / seminars,1000
419,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,6-Services,4144,Investigative expenses,500
420,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,6-Services,4760,Membership fees,400
421,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,6-Services,4083,P.E.U. - towing charges,300
422,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,6-Services,4770,Parking expenses,200
423,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,6-Services,4140,Prisoners' meals,900
424,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,6-Services,4084,Public relations / promotions,1000
425,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,6-Services,4516,Repairs - technical equipment,400
426,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,6-Services,4970,Services & rents - general,200
427,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,6-Services,4086,Translations / interpreters,1100
428,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,6-Services,4804,Wireless devices,1000
429,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 13,6-Services,4811,Wireless services,4700
430,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,1-Salaries,1534,Alternate rate - Civilian A,19500
431,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,1-Salaries,1533,Alternate rate - Uniform,33500
432,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,1-Salaries,1532,Alternate rate - Uniform Sr. Officer,1000
433,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,1-Salaries,1505,Regular salaries - Civilian A,277100
434,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,1-Salaries,1507,Regular salaries - Civilian C,302700
435,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,1-Salaries,1504,Regular salaries - Uniform,17616300
436,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,174000
437,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,1-Salaries,1554,Shift Bonus - Civilian C,4000
438,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,1-Salaries,1551,Shift Bonus - Uniform,51900
439,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,2-Premium Pay,1584,Lieutime premium pay - Civilian,1500
440,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,3-Benefits,1765,CPP - Civilian,30400
441,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,3-Benefits,1764,CPP - Uniform,592800
442,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,3-Benefits,1746,EI - Civilian,10400
443,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,3-Benefits,1744,EI - Uniform,202800
444,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,3-Benefits,1776,OMERS - Civilian,54100
445,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,3-Benefits,1773,OMERS - Uniform,2110800
446,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,4-Materials & Supplies,2020,Books & Magazines,500
447,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,4-Materials & Supplies,2083,Fingerprint supplies,1000
448,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,4-Materials & Supplies,2082,Health & Safety supplies,100
449,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,4-Materials & Supplies,2999,Miscellaneous materials,700
450,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,4-Materials & Supplies,2080,Photo / Video supplies,1200
451,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,4-Materials & Supplies,2010,Stationery and office supplies,22000
452,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,5-Equipment,3410,Computers - hardware,3800
453,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,1-Salaries,1551,Shift Bonus - Uniform,100
454,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 32, 33",Division 32,6-Services,4811,Wireless services,3900
455,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 32, 33",Division 33,1-Salaries,1534,Alternate rate - Civilian A,1900
456,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 32, 33",Division 33,1-Salaries,1533,Alternate rate - Uniform,23500
457,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,6-Services,4225,Business travel - public transit,100
458,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 32, 33",Division 33,1-Salaries,1505,Regular salaries - Civilian A,290400
459,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,6-Services,4255,Conferences / seminars,1800
460,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,3-Benefits,1765,CPP - Civilian,3800
461,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 32, 33",Division 33,1-Salaries,1507,Regular salaries - Civilian C,314200
462,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,6-Services,4441,Contracted services - Cable TV,2100
463,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,3-Benefits,1764,CPP - Uniform,7600
464,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 32, 33",Division 33,1-Salaries,1504,Regular salaries - Uniform,14468300
465,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,6-Services,4815,Courier services,100
466,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,3-Benefits,1746,EI - Civilian,1300
467,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 32, 33",Division 33,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,376900
468,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,6-Services,4312,Courses / seminars,2400
469,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,3-Benefits,1744,EI - Uniform,2600
470,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 32, 33",Division 33,1-Salaries,1554,Shift Bonus - Civilian C,3500
471,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,6-Services,4083,P.E.U. - towing charges,200
472,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,3-Benefits,1776,OMERS - Civilian,9500
473,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 32, 33",Division 33,1-Salaries,1551,Shift Bonus - Uniform,49400
474,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,"District 13, 53",Division 53,6-Services,4770,Parking expenses,200
475,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,3-Benefits,1773,OMERS - Uniform,30200
476,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,4-Materials & Supplies,2083,Fingerprint supplies,3400
477,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,4-Materials & Supplies,2999,Miscellaneous materials,200
478,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,4-Materials & Supplies,2010,Stationery and office supplies,2500
479,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,5-Equipment,3099,General equipment,10000
480,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,6-Services,4230,Business travel - other expenses,2000
481,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,6-Services,4255,Conferences / seminars,400
482,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,6-Services,4312,Courses / seminars,2900
483,2023,Approved Budget,1 - Toronto Police Service,Community Safety Command,East Field Command,not_used,East Field Command,6-Services,4144,Investigative expenses,25000
